Timestamp,"Air temperature (gund, ℃)","Relative humidity (gund, %)","Wind direction (gund, °)","Wind speed (gund, m/s)","Pressure (gund, mbar)","Solar radiation (gund, W/m^2)"
7/4/22 13:50,29.49,34.1,352,2.5,1014.7,488
7/4/22 13:55,32.3,30,321,1.5,1014.9,196
7/4/22 14:00,28.92,33.9,312,1.5,1014.7,206
7/4/22 14:05,29.24,33,300,1.5,1014.9,321
7/4/22 14:10,30.07,32.9,314,0.5,1014.5,323
7/4/22 14:15,30.52,32.8,334,1,1014.3,541
7/4/22 14:20,34.94,27.4,352,0.5,1014.4,497
7/4/22 14:25,33.37,27.6,348,2,1014.2,201
7/4/22 14:30,28.94,33.4,345,2.5,1014.3,193
7/4/22 14:35,28.57,33.9,347,2.5,1014.2,236
7/4/22 14:40,30.98,31.9,355,1.5,1014.1,313
7/4/22 14:45,34.31,26.3,303,1,1014.2,952
7/4/22 14:50,35.21,25.7,307,1,1014,876
7/4/22 14:55,30.9,29.2,271,0.5,1014,129
7/4/22 15:00,29.02,33.3,355,1.5,1014.1,179
7/4/22 15:05,29.94,31.8,289,0.5,1014.1,256
7/4/22 15:10,32.74,27.4,327,1.5,1014.1,864
7/4/22 15:15,30.32,30.6,336,2,1014.1,203
7/4/22 15:20,32.41,30.2,329,1,1013.8,918
7/4/22 15:25,34.44,26.4,348,2.5,1013.9,848
7/4/22 15:30,31.94,28.8,333,1.5,1014.2,164
7/4/22 15:35,31.97,28.5,314,1.5,1014,869
7/4/22 15:40,34.15,26.1,306,1,1013.9,843
7/4/22 15:45,33.73,27.1,306,2,1014,798
7/4/22 15:50,32.15,28.4,338,2,1014.1,787
7/4/22 15:55,34.52,26.5,343,2,1013.9,814
7/4/22 16:00,31.74,28.2,330,1.5,1013.9,444
7/4/22 16:05,32.43,27.2,312,3,1013.8,731
7/4/22 16:10,30.55,29.6,307,1.5,1013.9,336
7/4/22 16:15,29.77,30.3,313,2,1013.8,266
7/4/22 16:20,29.97,30.7,298,1.5,1013.8,713
7/4/22 16:25,29.46,32.2,313,2,1013.8,234
7/4/22 16:30,29.44,32.1,352,1,1013.8,259
7/4/22 16:35,31.82,30,327,1.5,1013.8,746
7/4/22 16:40,29.49,32.1,345,2,1013.9,211
7/4/22 16:45,28.79,32.5,293,1,1013.9,167
7/4/22 16:50,28.67,32.9,313,1,1013.5,171
7/4/22 16:55,28.92,32.6,305,1.5,1013.4,718
7/4/22 17:00,29.97,31.3,317,2.5,1013.5,647
7/4/22 17:05,30.22,30.4,316,2.5,1013.6,598
7/4/22 17:10,30.02,31,321,3,1013.6,549
7/4/22 17:15,29.94,31.3,309,2,1013.6,476
7/4/22 17:20,29.16,32.2,320,2.5,1013.7,471
7/4/22 17:25,28.15,33.3,317,2.5,1013.6,253
7/4/22 17:30,28.3,33.2,321,2.5,1013.5,178
7/4/22 17:35,28.47,34,319,1.5,1013.5,179
7/4/22 17:40,28.57,33.9,340,1,1013.4,206
7/4/22 17:45,28.3,34.6,331,1.5,1013.4,162
7/4/22 17:50,29.19,31.4,307,1.5,1013.4,451
7/4/22 17:55,29.36,30.8,314,1,1013.5,374
7/4/22 18:00,28.69,32,303,2,1013.5,341
7/4/22 18:05,29.26,31.8,319,1.5,1013.5,329
7/4/22 18:10,29.34,31.4,344,1.5,1013.3,278
7/4/22 18:15,28.25,33.3,324,2.5,1013.5,174
7/4/22 18:20,27.75,35.6,321,1.5,1013.4,68
7/4/22 18:25,26.96,36.8,4,1.5,1013.6,79
7/4/22 18:30,26.87,36.9,344,1,1013.4,86
7/4/22 18:35,26.94,37.8,352,1,1013.5,102
7/4/22 18:40,27.31,36.6,348,2,1013.4,142
7/4/22 18:45,27.46,36.9,350,1.5,1013.5,136
7/4/22 18:50,27.58,36.4,344,2,1013.6,172
7/4/22 18:55,27.6,37.3,326,1,1013.6,129
7/4/22 19:00,28.69,35.4,327,0.5,1013.6,196
7/4/22 19:05,28.12,36.8,316,0.5,1013.5,169
7/4/22 19:10,27.9,37,327,0.5,1013.4,108
7/4/22 19:15,26.96,39,312,1,1013.5,57
7/4/22 19:20,26.33,40.3,313,0.5,1013.7,44
7/4/22 19:25,26.45,39.6,350,0,1013.7,43
7/4/22 19:30,26.4,39.9,334,0.5,1013.8,58
7/4/22 19:35,26.28,39.8,336,0.5,1013.7,53
7/4/22 19:40,26.18,40.6,347,0.5,1013.6,42
7/4/22 19:45,26.16,41.6,338,0,1013.7,41
7/4/22 19:50,26.04,42,314,0,1013.7,47
7/4/22 19:55,25.62,42.2,313,0,1013.6,23
7/4/22 20:00,24.97,43.2,316,0,1013.7,16
7/4/22 20:05,24.48,44.1,316,0,1013.6,12
7/4/22 20:10,24.32,44.3,316,0,1013.5,8
7/4/22 20:15,24.12,45,316,0,1013.6,6
7/4/22 20:20,23.59,46.1,316,0,1013.5,3
7/4/22 20:25,23.66,46.4,316,0,1013.6,1
7/4/22 20:30,23.45,46.5,316,0,1013.7,1
7/4/22 20:35,23.09,47.6,316,0,1013.6,1
7/4/22 20:40,23.11,47.4,316,0,1013.7,1
7/4/22 20:45,22.99,47.8,316,0,1013.8,1
7/4/22 20:50,22.99,47.9,316,0,1013.9,1
7/4/22 20:55,22.75,49.3,316,0,1014,1
7/4/22 21:00,22.7,49,316,0,1014,1
7/4/22 21:05,23.33,48.2,305,0,1014.1,1
7/4/22 21:10,23.33,48.3,299,0,1014.1,1
7/4/22 21:15,23.04,49.3,302,0,1014.1,1
7/4/22 21:20,23.04,49.4,302,0,1014.3,1
7/4/22 21:25,22.73,50.5,302,0,1014.4,1
7/4/22 21:30,23.21,50.3,296,0,1014.6,1
7/4/22 21:35,23.02,51.2,292,0,1014.8,1
7/4/22 21:40,23.18,51.4,265,0.5,1014.8,1
7/4/22 21:45,22.9,52.1,284,0.5,1014.7,1
7/4/22 21:50,22.63,53.3,298,0,1014.6,1
7/4/22 21:55,22.56,53.9,306,0.5,1014.6,1
7/4/22 22:00,22.61,54,320,0.5,1014.8,1
7/4/22 22:05,22.56,53.9,305,0.5,1014.7,1
7/4/22 22:10,22.35,54.4,303,0.5,1014.8,1
7/4/22 22:15,22.39,54.4,303,1,1014.8,1
7/4/22 22:20,22.15,55.9,282,0,1014.7,1
7/4/22 22:25,22.06,56.8,271,0,1014.8,1
7/4/22 22:30,22.11,57.3,275,0.5,1014.9,1
7/4/22 22:35,22.2,56.8,296,0.5,1014.8,1
7/4/22 22:40,22.18,57.3,299,1,1014.9,1
7/4/22 22:45,22.15,56.7,298,1,1014.8,1
7/4/22 22:50,22.13,56.3,300,1,1014.8,1
7/4/22 22:55,21.96,56.6,307,0.5,1014.8,1
7/4/22 23:00,21.82,56.9,305,0,1014.7,1
7/4/22 23:05,21.49,57.7,303,0,1014.8,1
7/4/22 23:10,21.27,58.3,303,0,1014.8,1
7/4/22 23:15,21.44,57.9,303,0,1014.8,1
7/4/22 23:20,21.53,57.9,302,0,1014.8,1
7/4/22 23:25,21.51,58.1,300,0,1014.9,1
7/4/22 23:30,21.34,58.6,300,0,1015,1
7/4/22 23:35,21.41,58.6,300,0,1014.8,1
7/4/22 23:40,21.25,58.8,300,0,1014.7,1
7/4/22 23:45,20.82,60.2,300,0,1014.8,1
7/4/22 23:50,20.6,60.3,300,0,1014.7,1
7/4/22 23:55,20.82,60.2,300,0,1014.6,1
8/30/22 0:00,22.94,85.7,229,1.5,1012.4,1
8/30/22 0:05,22.92,85.7,230,1.5,1012.1,1
8/30/22 0:10,22.73,86.2,234,1,1012.3,1
8/30/22 0:15,22.73,86.6,225,0.5,1012.3,1
8/30/22 0:20,22.85,86.3,236,1.5,1012.2,1
8/30/22 0:25,22.68,86.6,247,1.5,1012.2,1
8/30/22 0:30,22.7,86.8,233,1.5,1012.1,1
8/30/22 0:35,22.73,87,226,1.5,1012.2,1
8/30/22 0:40,22.51,87.3,230,1,1012,1
8/30/22 0:45,22.58,87.4,244,1,1012.1,1
8/30/22 0:50,22.32,88.1,257,0.5,1012.1,1
8/30/22 0:55,22.56,87.8,216,1.5,1012.1,1
8/30/22 1:00,22.49,87.9,240,1,1012.2,1
8/30/22 1:05,22.51,88.1,229,1.5,1012,1
8/30/22 1:10,22.51,88.2,222,1,1012,1
8/30/22 1:15,22.44,88.4,226,1,1012,1
8/30/22 1:20,22.37,88.5,227,1,1012,1
8/30/22 1:25,22.47,88.4,237,1.5,1012.1,1
8/30/22 1:30,22.42,88.6,225,1.5,1012,1
8/30/22 1:35,22.39,88.8,220,1.5,1012,1
8/30/22 1:40,22.25,89.2,225,2,1011.9,1
8/30/22 1:45,22.11,89.6,209,1,1011.9,1
8/30/22 1:50,22.2,89.8,215,1,1011.8,1
8/30/22 1:55,22.2,89.9,215,2,1011.7,1
8/30/22 2:00,21.96,90.3,220,1,1011.7,1
8/30/22 2:05,21.94,90.9,229,0.5,1011.7,1
8/30/22 2:10,22.06,91,237,1,1011.4,1
8/30/22 2:15,22.03,90.9,223,1.5,1011.6,1
8/30/22 2:20,22.01,91.1,227,1.5,1011.4,1
8/30/22 2:25,21.94,91.2,223,1,1011.4,1
8/30/22 2:30,21.84,91.3,230,1,1011.3,1
8/30/22 2:35,21.94,91.4,220,1,1011.2,1
8/30/22 2:40,21.75,91.7,225,0.5,1011.3,1
8/30/22 2:45,21.87,91.4,211,1,1011.2,1
8/30/22 2:50,21.96,91.5,206,1.5,1011.1,1
8/30/22 2:55,21.94,91.4,225,1,1011.1,1
8/30/22 3:00,21.77,92,219,0,1010.8,1
8/30/22 3:05,21.84,91.9,213,1,1010.8,1
8/30/22 3:10,21.89,91.7,220,1,1010.7,1
8/30/22 3:15,21.82,91.6,225,1,1010.6,1
8/30/22 3:20,21.94,91.7,222,1,1010.6,1
8/30/22 3:25,21.96,91.6,226,1.5,1010.5,1
8/30/22 3:30,21.87,91.7,226,1,1010.6,1
8/30/22 3:35,21.94,92,211,1,1010.4,1
8/30/22 3:40,21.91,91.9,225,1.5,1010.4,1
8/30/22 3:45,21.72,92.2,212,0.5,1010.4,1
8/30/22 3:50,21.84,92.3,230,0.5,1010.3,1
8/30/22 3:55,21.87,92.1,225,1.5,1010.2,1
8/30/22 4:00,21.89,92.3,215,1,1010.1,1
8/30/22 4:05,21.89,92,226,2,1010.2,1
8/30/22 4:10,21.82,92.5,229,1,1010.1,1
8/30/22 4:15,21.77,92.9,211,1,1009.9,1
8/30/22 4:20,21.84,92.7,226,1,1010,1
8/30/22 4:25,21.77,92.7,236,1,1010.1,1
8/30/22 4:30,21.89,92.7,260,1,1010.3,1
8/30/22 4:35,21.91,92.6,236,1.5,1010.2,1
8/30/22 4:40,21.87,92.6,229,1.5,1010.2,1
8/30/22 4:45,21.96,92.7,237,2,1010,1
8/30/22 4:50,21.96,92.9,216,2,1010.1,1
8/30/22 4:55,21.82,93,223,1,1010.1,1
8/30/22 5:00,21.87,93.1,226,1.5,1010.1,1
8/30/22 5:05,21.89,92.9,225,2,1010.1,1
8/30/22 5:10,21.96,92.9,226,1.5,1010.2,1
8/30/22 5:15,21.91,92.7,233,1.5,1010.2,1
8/30/22 5:20,21.96,92.8,244,1.5,1010.3,1
8/30/22 5:25,21.96,93,239,1.5,1010.1,1
8/30/22 5:30,21.99,92.8,226,2.5,1010.1,1
8/30/22 5:35,22.01,92.8,227,2,1010.1,1
8/30/22 5:40,22.03,92.6,233,2,1010,1
8/30/22 5:45,21.96,92.9,233,1.5,1010.1,1
8/30/22 5:50,21.91,92.9,244,1,1010.1,1
8/30/22 5:55,21.96,92.6,240,1.5,1010,1
8/30/22 6:00,21.91,93,226,1,1010.2,2
8/30/22 6:05,21.94,92.7,225,1.5,1010.2,3
8/30/22 6:10,22.06,92.6,222,2,1010.1,7
8/30/22 6:15,22.15,92.2,219,2,1010.2,12
8/30/22 6:20,22.27,91.4,232,1.5,1010.2,18
8/30/22 6:25,22.44,90.7,239,1.5,1010.3,26
8/30/22 6:30,22.58,90.1,236,1,1010.3,34
8/30/22 6:35,22.78,89.4,237,1.5,1010.4,46
8/30/22 6:40,22.97,88.7,234,1.5,1010.4,57
8/30/22 6:45,23.14,87.5,225,1,1010.4,71
8/30/22 6:50,23.45,86.6,233,1.5,1010.4,83
8/30/22 6:55,23.88,85.2,219,0.5,1010.2,94
8/30/22 7:00,24.15,84.4,223,1,1010.3,107
8/30/22 7:05,24.19,83.7,240,1,1010.4,121
8/30/22 7:10,24.46,82.8,216,1,1010.1,134
8/30/22 7:15,24.56,82.1,219,1.5,1010,147
8/30/22 7:20,24.7,82.1,225,1.5,1009.9,163
8/30/22 7:25,24.9,80.7,215,2,1009.7,177
8/30/22 7:30,24.6,81.4,218,3,1009.8,192
8/30/22 7:35,25.5,79.1,222,1,1009.6,204
8/30/22 7:40,25.14,79.3,233,2.5,1009.9,217
8/30/22 7:45,25.72,77.5,229,1.5,1009.9,234
8/30/22 7:50,25.99,76.3,240,1.5,1009.9,247
8/30/22 7:55,25.87,76.3,240,2.5,1009.8,264
8/30/22 8:00,26.5,75,233,2,1009.7,278
8/30/22 8:05,26.26,75.2,239,2.5,1009.7,292
8/30/22 8:10,26.89,74.1,248,2,1009.4,304
8/30/22 8:15,27.78,72.1,256,1,1009.6,319
8/30/22 8:20,27.92,70.4,243,1,1009.5,332
8/30/22 8:25,27.43,71.6,240,1.5,1009.8,351
8/30/22 8:30,28.49,68.7,272,0.5,1009.7,358
8/30/22 8:35,28.99,68.5,254,1.5,1009.6,377
8/30/22 8:40,28.72,67.4,256,0.5,1009.6,396
8/30/22 8:45,28.34,69.5,265,1,1009.6,418
8/30/22 8:50,28.12,69.2,253,1.5,1009.5,421
8/30/22 8:55,29.19,67.4,240,1.5,1009.4,433
8/30/22 9:00,29.44,66,244,1.5,1009.4,447
8/30/22 9:05,29.44,65.4,250,2,1009.2,462
8/30/22 9:10,30.67,63.7,254,0.5,1009.3,474
8/30/22 9:15,30.42,63,226,1.5,1009.2,489
8/30/22 9:20,30.62,63.4,218,1.5,1009.2,502
8/30/22 9:25,31.05,61.6,239,1.5,1009.3,511
8/30/22 9:30,31.79,60.6,219,1.5,1009.3,527
8/30/22 9:35,32.43,59.4,234,1,1009.2,539
8/30/22 9:40,31.33,60.6,272,1.5,1009.1,552
8/30/22 9:45,33.13,56.7,277,0.5,1009.2,564
8/30/22 9:50,33.39,57,284,0.5,1009.2,576
8/30/22 9:55,32.72,57.4,261,1,1009,592
8/30/22 10:00,32.15,57.5,260,1.5,1009.2,596
8/30/22 10:05,32.46,57.5,267,1.5,1009,608
8/30/22 10:10,33.08,56.9,251,1.5,1009,604
8/30/22 10:15,33.6,53.5,205,1,1008.9,628
8/30/22 10:20,32.92,55.2,241,2,1009,643
8/30/22 10:25,32.18,55.9,247,2,1008.9,653
8/30/22 10:30,32.43,56.4,243,3,1008.9,664
8/30/22 10:35,33.91,54.6,268,1.5,1009,693
8/30/22 10:40,33.99,52.9,232,2,1008.9,716
8/30/22 10:45,33.13,54.8,230,2.5,1008.9,724
8/30/22 10:50,33.21,53.9,251,2,1008.8,688
8/30/22 10:55,32.79,54.6,244,3,1008.7,714
8/30/22 11:00,33.44,53.1,256,2,1008.5,712
8/30/22 11:05,34.12,52.5,227,3,1008.5,723
8/30/22 11:10,34.68,51.2,223,1.5,1008.6,743
8/30/22 11:15,34.26,50.9,230,2.5,1008.2,744
8/30/22 11:20,34.23,50.7,225,2.5,1008.1,742
8/30/22 11:25,34.04,49.7,225,3,1008.2,753
8/30/22 11:30,34.33,48.9,227,3.5,1008.3,749
8/30/22 11:35,35.29,48,263,2.5,1008.1,762
8/30/22 11:40,36.04,47.1,248,2,1008.1,766
8/30/22 11:45,34.31,47.9,234,3,1008.1,781
8/30/22 11:50,35.29,47.6,250,2.5,1008.1,781
8/30/22 11:55,36.34,45.9,222,2,1007.9,798
8/30/22 12:00,35.18,46.1,226,3.5,1007.8,714
8/30/22 12:05,34.86,45.7,229,3.5,1007.8,879
8/30/22 12:10,35.58,44.5,239,3.5,1007.7,752
8/30/22 12:15,36.23,44.7,240,3,1007.6,827
8/30/22 12:20,35.96,43.8,230,3,1007.5,691
8/30/22 12:25,36.55,44.9,251,2,1007.6,732
8/30/22 12:30,38.2,41.1,211,1,1007.5,827
8/30/22 12:35,37.37,42,256,2,1007.3,844
8/30/22 12:40,36.63,42.1,236,2,1007.2,841
8/30/22 12:45,35.61,44.1,243,3,1007.2,434
8/30/22 12:50,36.88,43.5,251,2.5,1007.2,827
8/30/22 12:55,38.42,40.4,230,1.5,1007,843
8/30/22 13:00,37.59,42,219,2.5,1006.9,817
8/30/22 13:05,37.07,42.2,230,2,1006.8,828
8/30/22 13:10,38.2,41,250,2.5,1006.8,824
8/30/22 13:15,38,40.5,267,1,1006.8,754
8/30/22 13:20,37.7,41,223,2.5,1006.7,833
8/30/22 13:25,35.21,45.1,218,3.5,1006.7,563
8/30/22 13:30,36.31,43.2,239,2,1006.7,689
8/30/22 13:35,34.92,44.7,227,3.5,1006.8,523
8/30/22 13:40,36.71,42.2,227,3,1006.6,851
8/30/22 13:45,37.12,42.3,241,2.5,1006.5,821
8/30/22 13:50,37.04,41.8,241,2.5,1006.5,816
8/30/22 13:55,36.88,41.3,241,3,1006.5,809
8/30/22 14:00,37.78,41.9,229,2.5,1006.2,721
8/30/22 14:05,36.42,43,219,3.5,1006.3,776
8/30/22 14:10,36.69,42.4,226,2.5,1006,763
8/30/22 14:15,37.78,41.2,212,2.5,1005.9,754
8/30/22 14:20,36.01,43,229,3.5,1005.7,746
8/30/22 14:25,37.04,41.4,205,3,1005.7,752
8/30/22 14:30,35.66,43.1,223,4.5,1005.7,752
8/30/22 14:35,36.2,42.7,229,3.5,1005.8,701
8/30/22 14:40,36.93,40.9,222,2.5,1005.7,671
8/30/22 14:45,38.2,38.7,229,1.5,1005.5,736
8/30/22 14:50,36.96,41.4,220,3.5,1005.5,709
8/30/22 14:55,38,42.6,206,2.5,1005.4,723
8/30/22 15:00,36.66,44.4,198,2.5,1005.4,672
8/30/22 15:05,35.93,46.2,198,2.5,1005.3,463
8/30/22 15:10,36.36,45.3,194,3,1005.2,671
8/30/22 15:15,37.29,44.5,205,2.5,1005.4,654
8/30/22 15:20,36.71,45.1,194,3,1005.3,633
8/30/22 15:25,36.44,45.8,206,3.5,1005.2,619
8/30/22 15:30,35.82,46.5,208,3,1005.2,602
8/30/22 15:35,35.74,46.3,204,3,1005,584
8/30/22 15:40,35.39,47.3,206,3.5,1004.9,576
8/30/22 15:45,35.98,46.2,208,3,1004.9,552
8/30/22 15:50,35.98,46.9,202,2.5,1005,549
8/30/22 15:55,36.28,45.8,209,2,1004.9,539
8/30/22 16:00,35.23,48.3,223,2.5,1004.8,523
8/30/22 16:05,35.45,47.4,199,2.5,1004.7,514
8/30/22 16:10,36.01,47.3,206,2.5,1004.9,513
8/30/22 16:15,34.62,49,211,3,1004.9,511
8/30/22 16:20,35.5,48.2,209,3.5,1004.8,479
8/30/22 16:25,34.44,49.6,208,3,1004.6,461
8/30/22 16:30,34.18,50,201,3,1004.6,441
8/30/22 16:35,33.84,50.2,222,2.5,1004.7,423
8/30/22 16:40,32.59,53.2,212,3,1004.8,427
8/30/22 16:45,32.43,53.2,237,3,1004.8,414
8/30/22 16:50,32.56,54,236,3,1004.6,386
8/30/22 16:55,32.61,54.1,201,2,1004.5,367
8/30/22 17:00,32.2,54.6,206,3,1004.7,357
8/30/22 17:05,31.84,54.7,212,3,1004.5,336
8/30/22 17:10,31.61,55.2,205,2,1004.6,323
8/30/22 17:15,30.75,57.4,205,3,1004.5,308
8/30/22 17:20,31.08,57.3,198,2.5,1004.4,293
8/30/22 17:25,30.32,59.1,213,3,1004.4,278
8/30/22 17:30,29.97,59.7,198,3.5,1004.4,247
8/30/22 17:35,29.66,59.8,201,3.5,1004.4,248
8/30/22 17:40,29.59,58.8,185,4,1004.3,231
8/30/22 17:45,29.59,58.9,204,3.5,1004.5,162
8/30/22 17:50,29.29,60.1,199,2.5,1004.6,64
8/30/22 17:55,28.54,63,190,3,1004.6,32
8/30/22 18:00,28.12,64.4,204,3,1004.7,27
8/30/22 18:05,27.85,65.1,198,3,1004.8,27
8/30/22 18:10,27.58,65.9,208,3,1004.6,29
8/30/22 18:15,27.46,66.4,205,2.5,1004.7,29
8/30/22 18:20,27.28,67.1,209,3,1004.9,28
8/30/22 18:25,27.16,67.9,209,3.5,1004.8,28
8/30/22 18:30,27.09,68.1,199,2,1004.7,28
8/30/22 18:35,26.92,69.1,202,3,1004.8,29
8/30/22 18:40,26.92,69.3,205,2.5,1004.7,38
8/30/22 18:45,26.77,69.7,204,2,1004.8,24
8/30/22 18:50,26.6,70.4,202,3.5,1004.5,18
8/30/22 18:55,26.48,71,204,1.5,1004.7,13
8/30/22 19:00,26.3,71.7,216,2,1004.6,9
8/30/22 19:05,26.18,72.5,201,2,1004.7,4
8/30/22 19:10,26.06,73.2,209,3,1004.6,2
8/30/22 19:15,25.99,74,202,2,1004.7,1
8/30/22 19:20,25.82,74.5,197,1.5,1004.8,1
8/30/22 19:25,25.77,75.5,209,2,1004.9,1
8/30/22 19:30,25.6,76.4,208,2.5,1004.8,1
8/30/22 19:35,25.48,76.8,215,2.5,1004.8,1
8/30/22 19:40,25.5,77.1,201,2,1004.8,1
8/30/22 19:45,25.43,77.7,197,2,1004.9,1
8/30/22 19:50,25.33,78.4,198,1.5,1004.9,1
8/30/22 19:55,25.23,78.6,198,2,1004.8,1
8/30/22 20:00,25.26,79.2,208,2,1004.9,1
8/30/22 20:05,25.06,79.6,198,1,1005.1,1
8/30/22 20:10,25.14,79.9,209,2,1005,1
8/30/22 20:15,25.09,80,219,3,1005.2,1
8/30/22 20:20,25.02,80.7,204,1.5,1005.1,1
8/30/22 20:25,24.82,81.2,205,0.5,1005.2,1
8/30/22 20:30,24.82,81.5,213,1.5,1005,1
8/30/22 20:35,24.75,81.8,192,1,1005,1
8/30/22 20:40,24.63,82.3,223,1.5,1005,1
8/30/22 20:45,24.65,82.5,208,1,1004.9,1
8/30/22 20:50,24.53,83.4,218,1,1005.1,1
8/30/22 20:55,24.53,83.9,213,2,1004.9,1
8/30/22 21:00,24.46,84.4,199,1,1005,1
8/30/22 21:05,24.44,84.8,213,2,1004.9,1
8/30/22 21:10,24.27,85.3,223,1,1004.9,1
8/30/22 21:15,24.41,85.1,208,1.5,1004.9,1
8/30/22 21:20,24.44,85.4,197,2,1004.8,1
8/30/22 21:25,24.39,85.9,208,1.5,1004.8,1
8/30/22 21:30,24.27,86.1,194,1,1004.8,1
8/30/22 21:35,24.29,86.5,209,1,1004.8,1
8/30/22 21:40,24.15,86.9,213,1,1004.7,1
8/30/22 21:45,24.17,87.2,216,1,1004.8,1
8/30/22 21:50,24.15,87.5,204,1.5,1004.8,1
8/30/22 21:55,24.27,87.3,191,1.5,1004.7,1
8/30/22 22:00,24.22,87.6,218,1,1004.7,1
8/30/22 22:05,24.19,88,209,1.5,1004.7,1
8/30/22 22:10,24.07,88.4,197,0.5,1004.7,1
8/30/22 22:15,24.03,88.5,211,0.5,1004.5,1
8/30/22 22:20,24.1,88.6,212,1,1004.4,1
8/30/22 22:25,24.03,88.7,216,1,1004.4,1
8/30/22 22:30,23.91,89.1,206,0.5,1004.6,1
8/30/22 22:35,24,88.8,198,1,1004.5,1
8/30/22 22:40,24.17,88.3,188,0.5,1004.4,1
8/30/22 22:45,24.22,88,175,0,1004.4,1
8/30/22 22:50,24.15,88.4,185,0.5,1004.4,1
8/30/22 22:55,24,88.8,197,0.5,1004.3,1
8/30/22 23:00,23.79,89.1,205,0,1004.2,1
8/30/22 23:05,23.83,89.2,188,0.5,1004.3,1
8/30/22 23:10,23.86,89.3,194,0.5,1004.1,1
8/30/22 23:15,23.88,89,185,1,1004.1,1
8/30/22 23:20,23.86,89.2,187,1,1003.9,1
8/30/22 23:25,23.64,89.6,198,0.5,1004,1
8/30/22 23:30,23.79,89.7,197,1,1004,1
8/30/22 23:35,23.74,90,187,0.5,1004,1
8/30/22 23:40,23.76,90.1,185,0.5,1004,1
8/30/22 23:45,23.71,90.1,187,0.5,1004,1
8/30/22 23:50,23.69,90.4,190,1,1003.9,1
8/30/22 23:55,23.52,90.8,202,0,1003.9,1
2/1/23 0:01,-5.7,47.7,13,0.5,1021.5,1
2/1/23 0:06,-5.79,47,34,0.5,1021.3,1
2/1/23 0:11,-5.79,46.9,32,1,1021.2,1
2/1/23 0:16,-5.7,46.5,22,2,1021.3,1
2/1/23 0:21,-5.73,47.5,27,0.5,1021.3,1
2/1/23 0:26,-5.57,46.9,0,0.5,1021.3,1
2/1/23 0:31,-5.6,46.9,29,0.5,1021.1,1
2/1/23 0:36,-5.67,46.7,20,1,1020.9,1
2/1/23 0:41,-5.64,47.6,39,1,1020.9,1
2/1/23 0:46,-5.6,46.8,41,1,1020.9,1
2/1/23 0:51,-5.6,46.2,24,1,1021,1
2/1/23 0:56,-5.64,46,15,1,1020.9,1
2/1/23 1:01,-5.51,46.2,355,1,1020.8,1
2/1/23 1:06,-5.51,45.8,299,0.5,1020.6,1
2/1/23 1:11,-5.6,45.9,32,1,1020.6,1
2/1/23 1:16,-5.67,45.5,13,1.5,1020.4,1
2/1/23 1:21,-5.73,45.3,25,2,1020.4,1
2/1/23 1:26,-5.7,45.2,25,1.5,1020.8,1
2/1/23 1:31,-5.7,44.9,8,1.5,1020.8,1
2/1/23 1:36,-5.57,45.1,345,0.5,1020.6,1
2/1/23 1:41,-5.7,45.1,32,1,1020.8,1
2/1/23 1:46,-5.79,45.1,4,1,1020.7,1
2/1/23 1:51,-5.73,44.7,7,1,1021,1
2/1/23 1:56,-5.67,44.2,20,1,1020.9,1
2/1/23 2:01,-5.73,43.9,21,1.5,1020.9,1
2/1/23 2:06,-5.76,43.6,39,2,1020.6,1
2/1/23 2:11,-5.7,43.7,41,1,1020.9,1
2/1/23 2:16,-5.73,42.5,14,1.5,1021,1
2/1/23 2:21,-5.76,42.9,11,1,1021,1
2/1/23 2:26,-5.79,43,28,0.5,1021.1,1
2/1/23 2:31,-5.7,42.8,352,0.5,1021,1
2/1/23 2:36,-5.76,42.6,341,0.5,1020.9,1
2/1/23 2:41,-5.6,43.3,312,0.5,1020.9,1
2/1/23 2:46,-5.73,42.7,336,0.5,1020.9,1
2/1/23 2:51,-5.7,42.4,331,0.5,1020.9,1
2/1/23 2:56,-5.64,42.5,32,0.5,1020.9,1
2/1/23 3:01,-5.57,42,312,1,1020.9,1
2/1/23 3:06,-5.67,42.4,326,1,1021,1
2/1/23 3:11,-5.67,41.3,321,1,1020.9,1
2/1/23 3:16,-5.67,41.8,337,0.5,1020.7,1
2/1/23 3:21,-5.64,41.7,313,1,1020.8,1
2/1/23 3:26,-5.57,42.1,326,1,1021,1
2/1/23 3:31,-5.6,42.6,334,0,1020.8,1
2/1/23 3:36,-5.51,41.5,319,0.5,1021,1
2/1/23 3:41,-5.54,41.8,305,0,1021,1
2/1/23 3:46,-5.45,41.9,303,0.5,1020.6,1
2/1/23 3:51,-5.67,41.3,310,1.5,1020.5,1
2/1/23 3:56,-5.67,41.5,317,1,1020.7,1
2/1/23 4:01,-5.7,41.3,305,1.5,1020.7,1
2/1/23 4:06,-5.7,41.6,314,0.5,1020.7,1
2/1/23 4:11,-5.79,41.3,299,1,1020.8,1
2/1/23 4:16,-5.82,41.8,296,0.5,1020.8,1
2/1/23 4:21,-5.67,41.8,347,0.5,1020.6,1
2/1/23 4:26,-5.79,41.9,354,0.5,1020.6,1
2/1/23 4:31,-5.57,42,309,1,1020.9,1
2/1/23 4:36,-5.64,41.8,316,2,1020.7,1
2/1/23 4:41,-5.57,42,317,1.5,1020.8,1
2/1/23 4:46,-5.76,41.6,310,1.5,1020.9,1
2/1/23 4:51,-5.85,42,313,1,1020.9,1
