Timestamp,"Air temperature (gund, ℃)","Relative humidity (gund, %)","Wind direction (gund, °)","Wind speed (gund, m/s)","Pressure (gund, mbar)","Solar radiation (gund, W/m^2)"
2/1/23 4:56,-5.89,42.1,319,1,1020.4,1
2/1/23 5:01,-5.76,42.5,305,1,1020.8,1
2/1/23 5:06,-5.64,42.9,323,1,1021,1
2/1/23 5:11,-5.57,42.8,306,0,1020.8,1
2/1/23 5:16,-5.51,42.7,310,1.5,1020.9,1
2/1/23 5:21,-5.54,42.6,317,1.5,1020.8,1
2/1/23 5:26,-5.48,43.3,305,1,1020.8,1
2/1/23 5:31,-5.82,43.1,320,1,1021,1
2/1/23 5:36,-5.82,43.3,316,1,1020.9,1
2/1/23 5:41,-5.67,43.3,305,1,1020.7,1
2/1/23 5:46,-5.64,43.4,302,1,1020.9,1
2/1/23 5:51,-5.64,43.5,314,1,1021,1
2/1/23 5:56,-5.64,44,312,1.5,1021.1,1
2/1/23 6:01,-5.79,44,312,1,1021,1
2/1/23 6:06,-5.79,44.3,320,1.5,1021,1
2/1/23 6:11,-5.92,44.6,319,1.5,1020.9,1
2/1/23 6:16,-6.23,44.8,307,1.5,1021,1
2/1/23 6:21,-6.26,45.4,309,0.5,1021.1,1
2/1/23 6:26,-6.33,45.7,314,1,1020.9,1
2/1/23 6:31,-6.52,45.8,326,1,1021.1,1
2/1/23 6:36,-6.64,46.5,337,0.5,1021.3,1
2/1/23 6:41,-6.83,45.8,321,1,1021.2,1
2/1/23 6:46,-6.8,45.6,307,1,1021.2,1
2/1/23 6:51,-6.74,45.8,306,0.5,1021.4,1
2/1/23 6:56,-6.77,45.9,348,0.5,1021.3,3
2/1/23 7:01,-6.58,45.7,316,1.5,1021.6,6
2/1/23 7:06,-6.48,45.9,316,1.5,1021.4,7
2/1/23 7:11,-6.58,45.6,319,1.5,1021.7,9
2/1/23 7:16,-6.55,46.1,312,1.5,1021.5,21
2/1/23 7:21,-6.55,46,310,1,1021.7,23
2/1/23 7:26,-6.48,46.3,295,0.5,1021.5,39
2/1/23 7:31,-6.26,46.3,293,1,1021.6,44
2/1/23 7:36,-4.68,44.3,302,1,1021.6,86
2/1/23 7:41,-4.17,42.9,345,0.5,1021.6,93
2/1/23 7:46,-3.84,43.2,313,0.5,1021.5,109
2/1/23 7:51,-3.48,42.5,340,0.5,1021.4,122
2/1/23 7:56,-3.06,41.8,312,1,1021.4,139
2/1/23 8:01,-3.04,41.3,352,0.5,1021.3,153
2/1/23 8:06,-2.8,41.2,45,0.5,1021.5,166
2/1/23 8:11,-1.47,41.1,41,0,1021.4,178
2/1/23 8:16,-1.33,40.6,341,0,1021.6,191
2/1/23 8:21,-1.56,41,27,1,1021.6,206
2/1/23 8:26,-1.93,40.6,302,1,1021.6,216
2/1/23 8:31,-1.87,40.1,314,1.5,1021.6,237
2/1/23 8:36,-3.75,42.2,312,1.5,1022,78
2/1/23 8:41,-1.87,42.3,302,2,1021.7,293
2/1/23 8:46,-3.48,43.5,309,1.5,1021.9,82
2/1/23 8:51,-4.68,47,310,2,1022.1,103
2/1/23 8:56,-3.75,48.1,306,1,1021.9,202
2/1/23 9:01,0.13,42.2,298,0.5,1021.8,341
2/1/23 9:06,1.04,40.1,14,0.5,1021.9,346
2/1/23 9:11,0.52,42,310,1.5,1021.7,373
2/1/23 9:16,1.21,38.6,320,0.5,1021.5,181
2/1/23 9:21,-0.03,42.5,323,1,1021.4,362
2/1/23 9:26,0.38,41.3,321,1.5,1021.6,372
2/1/23 9:31,1.02,41.3,319,0.5,1021.7,336
2/1/23 9:36,3.25,39.1,355,0.5,1021.4,414
2/1/23 9:41,2.02,40.4,316,1,1021.5,411
2/1/23 9:46,1.29,40.5,302,1.5,1021.5,413
2/1/23 9:51,2.02,40.2,277,1,1021.7,413
2/1/23 9:56,1.78,42.8,31,1.5,1021.5,419
2/1/23 10:01,1.89,41.4,39,1,1021.6,421
2/1/23 10:06,1.94,40.5,341,1,1021.4,436
2/1/23 10:11,2.88,40.5,312,1.5,1021.5,439
2/1/23 10:16,3.27,41.2,29,0.5,1021.2,446
2/1/23 10:21,2.26,41.8,41,1.5,1021.4,449
2/1/23 10:26,3.75,42.2,37,0,1021.3,457
2/1/23 10:31,4.35,40.4,345,0,1021,441
2/1/23 10:36,5.15,39.3,355,0,1021.1,467
2/1/23 10:41,3.27,39.3,292,0.5,1020.9,473
2/1/23 10:46,5.08,38.9,174,0.5,1020.8,477
2/1/23 10:51,4.58,40.3,22,1,1020.8,483
2/1/23 10:56,5.92,40.3,340,0,1020.7,487
2/1/23 11:01,4.97,39.2,37,0.5,1020.7,494
2/1/23 11:06,6.59,38.5,51,0,1020.7,508
2/1/23 11:11,6.64,36.2,34,0.5,1020.7,381
2/1/23 11:16,7.9,35.8,319,0.5,1020.5,508
2/1/23 11:21,6.48,36.6,25,0,1020.3,526
2/1/23 11:26,7.07,35.6,1,0,1020.3,526
2/1/23 11:31,6.76,36,55,0,1020,532
2/1/23 11:36,7.67,36,65,0.5,1020.1,534
2/1/23 11:41,7.77,34.8,347,0,1019.9,529
2/1/23 11:46,8.19,34.6,45,0,1019.9,527
2/1/23 11:51,5.9,34.9,258,0.5,1019.6,526
2/1/23 11:56,5.8,34.2,241,1,1019.6,526
2/1/23 12:01,4.82,34,265,1.5,1019.8,523
2/1/23 12:06,5.69,32.8,236,0.5,1019.6,519
2/1/23 12:11,5.33,35.7,258,1.5,1019.5,519
2/1/23 12:16,8.72,31.7,254,0,1019.3,514
2/1/23 12:21,6.79,31.5,274,1,1019.3,514
2/1/23 12:26,6.26,32.7,285,1,1019.2,507
2/1/23 12:31,6,32.5,299,1,1019.2,493
2/1/23 12:36,6.84,33.5,292,1,1019.1,502
2/1/23 12:41,3.88,34.8,202,0.5,1019.2,83
2/1/23 12:46,6.18,35.1,234,0.5,1019,509
2/1/23 12:51,6.84,32.5,309,1,1019,501
2/1/23 12:56,5.97,31.8,291,0.5,1018.9,532
2/1/23 13:01,7.39,31.3,173,0.5,1018.9,491
2/1/23 13:06,6.46,30.9,296,1,1018.9,481
2/1/23 13:11,5.87,31,307,1.5,1018.7,469
2/1/23 13:16,6.33,31.2,291,1.5,1018.8,458
2/1/23 13:21,5.28,30.6,248,1.5,1018.7,449
2/1/23 13:26,5.62,31.3,234,1.5,1018.7,439
2/1/23 13:31,6.36,29.7,222,1,1018.4,436
2/1/23 13:36,5.72,30.5,267,1,1018.3,429
2/1/23 13:41,4.95,31.7,277,2,1018.3,421
2/1/23 13:46,5.46,30.1,241,1,1018.3,412
2/1/23 13:51,7.09,29.7,279,1,1018.2,404
2/1/23 13:56,5.21,30.7,309,2.5,1018.3,394
2/1/23 14:01,4.19,30.7,312,1.5,1018.3,387
2/1/23 14:06,5.67,30.6,291,1.5,1018.1,378
2/1/23 14:11,5.82,29.7,317,1.5,1018.3,366
2/1/23 14:16,7.39,29.4,268,0.5,1018.3,357
2/1/23 14:21,6.23,29.4,267,1,1018.3,344
2/1/23 14:26,5.36,29.6,277,1,1018,332
2/1/23 14:31,4.79,30.1,300,2,1018.2,323
2/1/23 14:36,4.58,30.1,305,2.5,1018.3,313
2/1/23 14:41,6.76,29.5,307,1,1018.3,304
2/1/23 14:46,5.44,29.4,244,1,1018.3,291
2/1/23 14:51,4.22,29.8,300,2.5,1018.3,278
2/1/23 14:56,3.49,30.4,263,2,1018.2,266
2/1/23 15:01,3.91,30.7,296,2,1018.1,256
2/1/23 15:06,4.92,30.6,268,1,1018.2,243
2/1/23 15:11,3.38,29.7,265,1,1018.2,231
2/1/23 15:16,4.22,30.7,288,1.5,1018.2,219
2/1/23 15:21,4.3,30.2,258,0.5,1018.2,206
2/1/23 15:26,4.97,29.3,319,0,1018.1,194
2/1/23 15:31,3.96,31.1,258,1.5,1017.9,181
2/1/23 15:36,3.93,30.8,258,0.5,1018,171
2/1/23 15:41,3.56,31.5,226,0.5,1018,157
2/1/23 15:46,3.56,32.5,268,0.5,1018,144
2/1/23 15:51,2.72,33.4,286,1.5,1018,132
2/1/23 15:56,2.42,33.9,261,0.5,1018,119
2/1/23 16:01,1.72,34.8,264,1,1018.2,107
2/1/23 16:06,1.75,34.9,265,1,1018.2,92
2/1/23 16:11,-0.28,35.2,286,2,1018.3,76
2/1/23 16:16,-0.99,36.5,284,1.5,1018.4,19
2/1/23 16:21,-1.18,36.9,285,1.5,1018.6,17
2/1/23 16:26,-1.36,37.4,258,1.5,1018.4,16
2/1/23 16:31,-1.56,38.1,279,1,1018.8,14
2/1/23 16:36,-1.61,38.9,258,0.5,1018.7,12
2/1/23 16:41,-1.24,39,265,1,1018.6,9
2/1/23 16:46,-1.58,38.9,310,0.5,1018.7,7
2/1/23 16:51,-1.56,38.1,309,1.5,1018.7,4
2/1/23 16:56,-1.7,38.4,289,1,1018.7,3
2/1/23 17:01,-1.84,38.1,299,1,1018.8,1
2/1/23 17:06,-1.84,38.3,289,1.5,1018.9,1
2/1/23 17:11,-1.99,38.8,292,0.5,1019,1
2/1/23 17:16,-1.73,39,286,1,1018.9,1
2/1/23 17:21,-2.1,38.6,309,0.5,1018.9,1
2/1/23 17:26,-2.25,39.5,279,0,1018.9,1
2/1/23 17:31,-2.1,39.5,271,0.5,1019.3,1
2/1/23 17:36,-2.22,39.5,261,0,1019.4,1
2/1/23 17:41,-1.99,39.4,258,1,1019.5,1
2/1/23 17:46,-2.1,39.9,267,0.5,1019.5,1
2/1/23 17:51,-2.45,40.4,281,0,1019.5,1
2/1/23 17:56,-2.68,41,251,0,1019.5,1
2/1/23 18:01,-3.12,42.4,246,0,1019.6,1
2/1/23 18:06,-2.77,42.6,246,0,1019.5,1
2/1/23 18:11,-2.71,41.8,263,0,1019.8,1
2/1/23 18:16,-2.51,41.1,253,0,1019.7,1
2/1/23 18:21,-2.8,41.4,305,0,1019.8,1
2/1/23 18:26,-2.62,41.2,320,0,1019.8,1
2/1/23 18:31,-2.45,41.1,268,0.5,1019.6,1
2/1/23 18:36,-2.39,40.7,268,1,1019.8,1
2/1/23 18:41,-2.28,41.3,271,0.5,1019.4,1
2/1/23 18:46,-2.45,41.6,275,0.5,1019.4,1
2/1/23 18:51,-2.36,41.5,286,1,1019.5,1
2/1/23 18:56,-2.51,41.7,285,1,1019.7,1
2/1/23 19:01,-2.8,41.9,278,0.5,1019.6,1
2/1/23 19:06,-2.54,42.2,264,1,1019.7,1
2/1/23 19:11,-2.71,43,270,0.5,1020,1
2/1/23 19:16,-2.45,43,271,0.5,1020,1
2/1/23 19:21,-2.62,43.3,279,0.5,1020,1
2/1/23 19:26,-2.89,44.2,288,0.5,1019.9,1
2/1/23 19:31,-2.62,43.4,293,1,1020,1
2/1/23 19:36,-2.71,43,298,2.5,1020.1,1
2/1/23 19:41,-2.89,43.7,312,2.5,1020.2,1
2/1/23 19:46,-2.8,43.7,299,2,1020.1,1
2/1/23 19:51,-2.92,43.1,306,2.5,1020.1,1
2/1/23 19:56,-2.92,43.2,295,1,1020.2,1
2/1/23 20:01,-3.24,43.6,282,1.5,1020.1,1
2/1/23 20:06,-3.42,43.9,291,1,1020.4,1
2/1/23 20:11,-3.51,44,291,1.5,1020.5,1
2/1/23 20:16,-3.6,44.5,278,0.5,1020.4,1
2/1/23 20:21,-3.75,44.8,248,0,1020.5,1
2/1/23 20:26,-3.87,45.2,302,0.5,1020.4,1
2/1/23 20:31,-3.57,44.7,299,1,1020.4,1
2/1/23 20:36,-3.72,44.6,310,1,1020.5,1
2/1/23 20:41,-3.84,45.7,299,0.5,1020.5,1
2/1/23 20:46,-3.81,45.9,281,0.5,1020.5,1
2/1/23 20:51,-3.75,45.9,271,0.5,1020.5,1
2/1/23 20:56,-3.99,46.2,271,0.5,1020.4,1
2/1/23 21:01,-4.05,46,274,1,1020.4,1
2/1/23 21:06,-3.87,46.4,271,1,1020.4,1
2/1/23 21:11,-3.93,46.5,267,1,1020.5,1
2/1/23 21:16,-3.93,46.2,272,1,1020.3,1
2/1/23 21:21,-4.02,46.3,284,1,1020.3,1
2/1/23 21:26,-3.96,46.2,274,1,1020.4,1
2/1/23 21:31,-3.99,46,281,1.5,1020.3,1
2/1/23 21:36,-4.35,47.1,274,0.5,1020.4,1
2/1/23 21:41,-4.29,47.6,281,0.5,1020.5,1
2/1/23 21:46,-3.9,46.3,288,2,1020.4,1
2/1/23 21:51,-4.17,46.2,298,1.5,1020.6,1
2/1/23 21:56,-4.02,46.3,289,1,1020.5,1
2/1/23 22:01,-4.23,46.5,277,1.5,1020.5,1
2/1/23 22:06,-4.26,46.6,293,1,1020.5,1
2/1/23 22:11,-4.11,46.1,282,2,1020.4,1
2/1/23 22:16,-4.23,46.4,288,1.5,1020.7,1
2/1/23 22:21,-4.08,46.5,284,2,1020.7,1
2/1/23 22:26,-4.32,47.1,313,1,1020.7,1
2/1/23 22:31,-4.62,48.1,282,0.5,1021,1
2/1/23 22:36,-4.47,48,278,1,1020.9,1
2/1/23 22:41,-4.32,48.1,271,1.5,1020.8,1
2/1/23 22:46,-4.44,48.6,258,1,1020.6,1
2/1/23 22:51,-4.44,48.6,267,1.5,1020.7,1
2/1/23 22:56,-4.44,48.6,268,1.5,1020.7,1
2/1/23 23:01,-4.62,49.2,277,1,1020.8,1
2/1/23 23:06,-4.62,49.5,258,1,1020.6,1
2/1/23 23:11,-4.65,49.3,268,1,1020.5,1
2/1/23 23:16,-4.65,49.3,264,2,1020.5,1
2/1/23 23:21,-4.8,49.8,260,1.5,1020.6,1
2/1/23 23:26,-4.74,50.1,253,1.5,1020.7,1
2/1/23 23:31,-4.77,49.8,260,2,1020.9,1
2/1/23 23:36,-4.8,50,263,2,1020.7,1
2/1/23 23:41,-4.9,50.2,260,2,1020.6,1
2/1/23 23:46,-5.05,51,257,1.5,1020.8,1
2/1/23 23:51,-4.99,51,260,1,1020.7,1
2/1/23 23:56,-4.93,50.9,256,1.5,1020.7,1
2/15/23 0:00,3.49,63.9,153,0.5,1018.8,1
2/15/23 0:05,3.64,63.8,157,0.5,1018.8,1
2/15/23 0:10,3.62,63.4,153,0,1018.7,1
2/15/23 0:15,3.46,64.1,150,0,1018.5,1
2/15/23 0:20,3.22,64.2,146,0,1018.3,1
2/15/23 0:25,3.27,65,140,0,1018.3,1
2/15/23 0:30,2.85,65.9,128,0,1018.2,1
2/15/23 0:35,3.04,65.2,128,0,1018.1,1
2/15/23 0:40,2.64,66.2,129,0,1017.9,1
2/15/23 0:45,2.93,66.7,129,0,1017.9,1
2/15/23 0:50,3.56,64.8,125,0,1017.9,1
2/15/23 0:55,3.59,64.8,138,0,1017.8,1
2/15/23 1:00,3.35,65.2,131,0,1017.8,1
2/15/23 1:05,3.49,65.3,132,0,1017.8,1
2/15/23 1:10,3.64,65.3,138,0,1018,1
2/15/23 1:15,3.25,66,135,0,1017.9,1
2/15/23 1:20,3.25,66.1,135,0,1018,1
2/15/23 1:25,3.25,65.9,147,0,1018.2,1
2/15/23 1:30,3.04,66.5,147,0,1018.3,1
2/15/23 1:35,3.04,66.8,139,0,1018.3,1
2/15/23 1:40,2.42,67.5,139,0,1018.2,1
2/15/23 1:45,2.42,68.5,138,0,1018.1,1
2/15/23 1:50,2.88,67.6,139,0,1018.4,1
2/15/23 1:55,2.5,68.2,150,0,1018.4,1
2/15/23 2:00,1.89,69.7,150,0,1018.5,1
2/15/23 2:05,2.42,68.8,150,0,1018.4,1
2/15/23 2:10,2.72,67.9,150,0,1018.2,1
2/15/23 2:15,2.69,68.6,150,0,1018.1,1
2/15/23 2:20,2.58,67.1,142,0,1018.2,1
2/15/23 2:25,2.34,67.4,126,0,1018.3,1
2/15/23 2:30,2.58,66.9,125,0,1018.5,1
2/15/23 2:35,2.56,67,133,0,1018.4,1
2/15/23 2:40,2.77,66.9,142,0,1018.4,1
2/15/23 2:45,2.77,66.2,146,0,1018.4,1
2/15/23 2:50,3.27,64.4,154,0.5,1018.2,1
2/15/23 2:55,3.06,64.5,154,0,1018.4,1
2/15/23 3:00,3.27,64.5,135,0,1018.4,1
2/15/23 3:05,3.01,64.7,115,0,1018.4,1
2/15/23 3:10,3.09,64.4,149,0.5,1018.2,1
2/15/23 3:15,2.66,64.9,150,0,1018.4,1
2/15/23 3:20,3.14,64.9,149,0,1018.4,1
2/15/23 3:25,3.22,64.3,157,0.5,1018.5,1
2/15/23 3:30,3.27,64.5,153,0,1018.4,1
2/15/23 3:35,2.82,65.2,156,0,1018.2,1
2/15/23 3:40,2.48,66.4,157,0,1018.4,1
2/15/23 3:45,2.77,66.4,149,0,1018.1,1
2/15/23 3:50,3.22,65.8,147,0.5,1018.1,1
2/15/23 3:55,3.09,65.8,140,0,1018.2,1
2/15/23 4:00,2.93,67.3,129,0,1018.1,1
2/15/23 4:05,3.19,67,126,0.5,1018.2,1
2/15/23 4:10,3.3,67,156,0.5,1018.1,1
2/15/23 4:15,3.09,67,128,0,1018.1,1
2/15/23 4:20,3.49,66.5,139,1,1017.8,1
2/15/23 4:25,3.27,67.1,157,0,1017.8,1
2/15/23 4:30,3.33,67.4,163,0,1017.5,1
2/15/23 4:35,2.82,68.9,164,0,1017.8,1
2/15/23 4:40,3.35,67.7,164,0,1017.7,1
2/15/23 4:45,3.49,67.1,164,0,1017.3,1
2/15/23 4:50,3.51,67.5,153,0,1017.5,1
2/15/23 4:55,3.41,67.6,128,0,1017.5,1
2/15/23 5:00,3.49,67.9,142,0,1017.5,1
2/15/23 5:05,3.49,67.9,133,0,1017.5,1
2/15/23 5:10,3.49,68,135,0,1017.6,1
2/15/23 5:15,3.51,68.4,136,0,1017.5,1
2/15/23 5:20,3.72,67.7,153,0,1017.4,1
2/15/23 5:25,3.91,67.2,133,0.5,1017.5,1
2/15/23 5:30,3.85,67,125,1.5,1017.7,1
2/15/23 5:35,3.72,67.4,147,0.5,1017.7,1
2/15/23 5:40,3.59,68,146,0,1017.6,1
2/15/23 5:45,3.64,68,129,0,1017.7,1
2/15/23 5:50,3.75,67.5,160,0,1017.9,1
2/15/23 5:55,3.62,67.5,153,0,1017.9,1
2/15/23 6:00,3.67,67.2,153,0,1018,1
2/15/23 6:05,3.8,67.2,168,0.5,1018.1,1
2/15/23 6:10,3.77,67.4,152,0.5,1018.1,1
2/15/23 6:15,3.75,67.1,166,0.5,1018.1,1
2/15/23 6:20,3.83,66.8,150,0,1018.2,1
2/15/23 6:25,4.01,66.6,157,0.5,1017.9,4
2/15/23 6:30,4.14,66.4,160,1,1018,1
2/15/23 6:35,4.17,66.7,147,1,1018,1
2/15/23 6:40,4.25,66.6,161,1.5,1017.8,1
2/15/23 6:45,4.19,66.9,154,0.5,1017.9,3
2/15/23 6:50,4.3,67,132,1,1017.8,4
2/15/23 6:55,4.4,67.3,163,1.5,1017.9,7
2/15/23 7:00,4.51,67.6,156,1.5,1017.8,11
2/15/23 7:05,4.61,67.7,152,1,1018,12
2/15/23 7:10,4.71,67.9,154,1,1018,12
2/15/23 7:15,4.58,68.1,143,0.5,1018.1,14
2/15/23 7:20,4.61,68.4,142,0.5,1018,13
2/15/23 7:25,4.69,68.2,156,1.5,1018,13
2/15/23 7:30,4.66,68.5,157,1.5,1017.8,12
2/15/23 7:35,4.69,68.5,147,1,1017.8,16
2/15/23 7:40,4.79,68.7,140,1,1017.7,21
2/15/23 7:45,4.74,69,154,1,1017.7,27
2/15/23 7:50,5.02,69,149,1,1017.9,34
2/15/23 7:55,4.95,69.2,175,1,1018.2,37
2/15/23 8:00,5.18,69.3,161,1,1018.3,44
2/15/23 8:05,5.28,69.6,159,1,1018.1,36
2/15/23 8:10,5.39,70.1,159,0.5,1017.7,32
2/15/23 8:15,5.44,70.6,131,0.5,1017.3,32
2/15/23 8:20,5.46,71.6,128,0.5,1017.1,39
2/15/23 8:25,5.46,73.1,135,1,1017,36
2/15/23 8:30,5.64,72.7,152,1,1017.4,34
2/15/23 8:35,5.8,73.1,153,1.5,1017.1,33
2/15/23 8:40,5.82,73.2,128,0.5,1016.9,32
2/15/23 8:45,5.92,73.1,139,1.5,1016.6,48
2/15/23 8:50,6.03,73,126,1,1016.6,53
2/15/23 8:55,6.33,72.8,140,0.5,1016.6,72
2/15/23 9:00,6.38,72.6,139,1,1016.6,77
2/15/23 9:05,6.51,72.6,142,1,1016.8,81
2/15/23 9:10,6.56,72.5,154,2,1017.2,88
2/15/23 9:15,6.64,71.9,147,0.5,1017.2,103
2/15/23 9:20,6.91,70.3,166,1,1017.1,97
2/15/23 9:25,7.04,69,154,1.5,1017.2,101
2/15/23 9:30,7.19,68.9,154,1,1016.8,103
2/15/23 9:35,7.57,68.1,154,1,1016.9,123
2/15/23 9:40,7.62,68.1,153,1.5,1016.9,164
2/15/23 9:45,8.07,67.1,152,0.5,1016.6,158
2/15/23 9:50,7.84,67.7,154,1.5,1016.7,159
2/15/23 9:55,8.47,66.9,152,1,1016.6,194
2/15/23 10:00,8.24,67.2,166,2,1016.4,208
2/15/23 10:05,8.69,66.4,154,1.5,1016.2,192
2/15/23 10:10,8.49,67,152,1.5,1016.2,139
2/15/23 10:15,8.52,67.2,145,1.5,1016,123
2/15/23 10:20,8.62,67.3,140,1.5,1015.9,129
2/15/23 10:25,8.52,67.8,161,1.5,1016,119
2/15/23 10:30,8.69,68.3,145,1,1015.9,103
2/15/23 10:35,8.42,69.5,153,3,1015.7,89
2/15/23 10:40,8.52,70.1,152,2.5,1015.6,81
2/15/23 10:45,8.59,70.2,159,3,1015.3,76
2/15/23 10:50,8.62,70.5,159,1.5,1015.2,64
2/15/23 10:55,8.74,70.4,153,2,1015.1,64
2/15/23 11:00,8.92,70.1,153,3,1015,84
2/15/23 11:05,9.14,69.5,160,1.5,1014.9,98
2/15/23 11:10,9.63,68.2,143,1,1014.5,123
2/15/23 11:15,9.73,67.8,146,2,1014.3,171
2/15/23 11:20,10.66,65,139,1.5,1014.1,251
2/15/23 11:25,10.69,63.9,159,2,1013.9,261
2/15/23 11:30,11.03,62.6,147,2,1014,267
2/15/23 11:35,11.18,61.3,152,2,1014,224
2/15/23 11:40,11.3,60.4,157,1.5,1013.8,208
2/15/23 11:45,11.2,59.6,157,2,1013.7,191
2/15/23 11:50,11.08,59.2,146,2,1013.3,187
2/15/23 11:55,11.49,57.9,152,2,1013.2,234
2/15/23 12:00,11.18,56.1,152,3.5,1013.3,178
2/15/23 12:05,11.2,55.5,153,2.5,1013.1,183
2/15/23 12:10,11.71,54.4,146,3,1012.6,244
2/15/23 12:15,12.27,51.8,149,3,1012.4,284
2/15/23 12:20,13.26,50.1,157,2.5,1012.3,352
2/15/23 12:25,12.75,46.4,146,2.5,1012,302
2/15/23 12:30,14.36,46.1,146,4,1011.7,779
2/15/23 12:35,16.25,41.7,149,4,1011.9,609
2/15/23 12:40,16.56,40.6,154,3.5,1011.6,546
2/15/23 12:45,17.03,41,152,3.5,1011.3,533
2/15/23 12:50,17.15,40.5,156,3,1011.5,526
2/15/23 12:55,16.75,41.3,157,4,1011.4,519
2/15/23 13:00,16.49,40.8,160,4.5,1011.4,513
2/15/23 13:05,17.11,39.5,161,4,1011.1,506
2/15/23 13:10,17.11,39.3,160,4.5,1010.7,499
2/15/23 13:15,16.39,39.2,154,4,1010.3,492
2/15/23 13:20,16.92,38.9,153,4.5,1010.4,484
2/15/23 13:25,18.37,38.4,136,3,1010.1,478
2/15/23 13:30,17.18,40.1,150,4.5,1009.9,474
2/15/23 13:35,17.68,39.6,154,4,1009.6,468
2/15/23 13:40,16.77,40.6,152,4,1009.5,462
2/15/23 13:45,17.63,40.4,156,4,1009.4,453
2/15/23 13:50,18.01,39.8,149,4,1009.1,446
2/15/23 13:55,17.94,39.4,154,3.5,1008.8,437
2/15/23 14:00,17.65,40.4,152,4.5,1008.8,426
2/15/23 14:05,17.77,39.8,150,4,1008.8,418
2/15/23 14:10,17.82,39.4,145,3.5,1008.4,408
2/15/23 14:15,18.13,38.4,143,3,1008.4,398
2/15/23 14:20,18.44,38.2,152,3,1008.4,387
2/15/23 14:25,17.49,39.2,157,4.5,1008.4,376
2/15/23 14:30,18.2,38.7,154,3.5,1008.3,364
2/15/23 14:35,18.15,38.3,154,2.5,1008.3,351
2/15/23 14:40,17.37,40.4,166,3.5,1008.3,341
2/15/23 14:45,16.84,42.9,166,4.5,1007.9,327
2/15/23 14:50,17.65,42.6,163,4.5,1007.8,313
2/15/23 14:55,17.34,44.2,142,4,1007.8,303
2/15/23 15:00,17.03,46,150,4,1007.6,289
2/15/23 15:05,16.51,47.8,163,4.5,1007.4,276
2/15/23 15:10,16.53,49.3,161,5.5,1007.6,266
2/15/23 15:15,16.72,49.8,157,5,1007.6,253
2/15/23 15:20,16.84,49.7,157,4,1007.5,239
2/15/23 15:25,16.77,50.7,156,3,1007.4,226
2/15/23 15:30,16.87,51.6,159,4,1007.5,211
2/15/23 15:35,16.75,52.4,147,3,1007.3,199
2/15/23 15:40,16.8,53.4,157,3,1007,186
2/15/23 15:45,16.72,53.9,161,3,1007,173
2/15/23 15:50,15.96,55.2,154,3,1006.9,161
2/15/23 15:55,15.87,56.7,150,4,1006.6,147
2/15/23 16:00,15.99,56.8,147,2.5,1006.5,134
2/15/23 16:05,15.75,59,145,3,1006.6,122
2/15/23 16:10,15.41,60.2,136,2,1006.5,109
2/15/23 16:15,14.65,62.5,159,3,1006.6,97
2/15/23 16:20,13.88,64.7,161,3.5,1006.7,57
2/15/23 16:25,13.88,65.6,157,2,1006.5,68
2/15/23 16:30,13.62,67.2,161,2.5,1006.4,53
2/15/23 16:35,13.47,68.2,164,2,1006.4,28
2/15/23 16:40,13.33,69,160,2.5,1006.2,24
2/15/23 16:45,13.31,69.7,166,3.5,1006.3,21
2/15/23 16:50,13.06,70.8,156,1.5,1006,17
2/15/23 16:55,12.92,71.7,152,1.5,1006.2,14
2/15/23 17:00,12.82,72.2,154,2.5,1006.2,9
2/15/23 17:05,12.63,73.3,146,2,1006,7
2/15/23 17:10,12.53,74.1,156,2,1005.9,3
2/15/23 17:15,12.39,75.2,138,1.5,1005.7,2
2/15/23 17:20,12.29,75.9,150,2,1005.8,1
2/15/23 17:25,12.12,76.5,153,1.5,1005.9,1
2/15/23 17:30,11.98,77.3,153,1.5,1005.9,1
2/15/23 17:35,12,77.5,157,2.5,1005.7,1
2/15/23 17:40,11.78,78.4,150,1,1005.9,1
2/15/23 17:45,11.71,78.7,157,1.5,1006.1,1
2/15/23 17:50,11.81,78.8,167,2,1006.3,1
2/15/23 17:55,11.81,79.2,167,1.5,1006.4,1
2/15/23 18:00,11.61,79.4,167,2,1006.5,1
2/15/23 18:05,11.44,79.7,168,1,1006.8,1
2/15/23 18:10,11.56,79.9,168,1,1006.8,1
2/15/23 18:15,11.66,79.9,166,1.5,1006.7,1
2/15/23 18:20,11.61,79.7,163,2,1006.7,1
2/15/23 18:25,11.54,79.6,170,1.5,1006.8,1
2/15/23 18:30,11.49,79.6,159,1,1006.8,1
2/15/23 18:35,11.39,80.1,150,1,1006.5,1
2/15/23 18:40,11.73,78.8,164,2,1006.6,1
2/15/23 18:45,11.47,79.2,159,1,1006.7,1
2/15/23 18:50,11.49,79.2,159,1,1006.8,1
2/15/23 18:55,11.56,78.9,174,1,1006.6,1
2/15/23 19:00,11.37,79.5,157,0.5,1006.5,1
2/15/23 19:05,11.44,78.9,167,1.5,1006.7,1
2/15/23 19:10,11.47,78.6,160,1.5,1006.4,1
2/15/23 19:15,11.44,79.1,164,1,1006.4,1
2/15/23 19:20,11.52,78.6,166,1.5,1006.4,1
2/15/23 19:25,11.37,78.9,167,1,1006.4,1
2/15/23 19:30,11.2,78.8,175,1,1006.6,1
2/15/23 19:35,11.13,79.2,166,1,1006.7,1
2/15/23 19:40,11,79.5,159,0.5,1006.5,1
2/15/23 19:45,11.27,78.9,166,1,1006.6,1
